"","race","age","yeardth","rate","count","pop","yearbth","mod","modnotreat","modcrazytreat"
"284","White",57.5,1974,5.5,519,9473590,1916.5,5.35625655068353e-05,5.35625655068353e-05,5.35625655068353e-05
"285","Black",62.5,1979,36.7,319,868728,1916.5,0.000337244411708703,0.000337244411708703,0.000337244411708703
"286","White",62.5,1979,13.3,1192,8967918,1916.5,0.000148651499634453,0.000148651499634453,0.000148651499634453
"287","Black",67.5,1984,71.2,565,793275,1916.5,0.00069261376466224,0.000693777586793125,0.000688627785686081
"288","White",67.5,1984,30.8,2551,8271614,1916.5,0.000333522839657051,0.000334770046977759,0.000332575654104056
"289","Black",72.5,1989,141.4,897,634542,1916.5,0.00116448300800499,0.00118642205387783,0.00108631416149783
"290","White",72.5,1989,62.5,4452,7121616,1916.5,0.000580110659691457,0.000619426018488467,0.000549368072925
"291","Black",77.5,1994,220.3,1104,501181,1916.5,0.00166783927749234,0.00175396308867883,0.00135066376771984
"292","White",77.5,1994,101.9,6077,5961650,1916.5,0.000833311259965041,0.000972466494581986,0.000720738767833009
"293","Black",82.5,1999,273,945,346095,1916.5,0.00218498903409462,0.0023330074222889,0.00161031603941346
"294","White",82.5,1999,132.9,5892,4433300,1916.5,0.00109962052661264,0.00133861640144378,0.000897240873896958
"295","Black",87.5,2004,346.6,1100,317333,1916.5,0.00256539750734714,0.00274719943354509,0.00180917148546452
"296","White",87.5,2004,183.2,7547,4119247,1916.5,0.00133104615041647,0.00164292491422796,0.00105285547976428
"297","Black",52.5,1970,6.1,61,998184,1917.5,3.20471448782991e-05,3.20471448782991e-05,3.20471448782991e-05
"298","White",52.5,1970,1.5,150,10062076,1917.5,1.53810343129992e-05,1.53810343129992e-05,1.53810343129992e-05
"299","Black",57.5,1975,14.6,136,932770,1917.5,0.000117739008481933,0.000117739008481933,0.000117739008481933
"300","White",57.5,1975,5.2,494,9575480,1917.5,5.35625655068353e-05,5.35625655068353e-05,5.35625655068353e-05
"301","Black",62.5,1980,36.2,318,877317,1917.5,0.000337244411708703,0.000337244411708703,0.000337244411708703
"302","White",62.5,1980,14,1274,9124449,1917.5,0.000148651499634453,0.000148651499634453,0.000148651499634453
"303","Black",67.5,1985,74.7,598,800132,1917.5,0.000690573918390179,0.000693777586793125,0.000679498356251596
"304","White",67.5,1985,31,2598,8382705,1917.5,0.00033092797444477,0.000334770046977759,0.000327989455607227
"305","Black",72.5,1990,147,944,642266,1917.5,0.0011566465797431,0.00118642205387783,0.00105011258957825
"306","White",72.5,1990,66.1,4782,7229219,1917.5,0.000567862712777397,0.000619426018488467,0.000527311617831879
"307","Black",77.5,1995,204.8,1052,513684,1917.5,0.00165783775277925,0.00175396308867883,0.00130052052692576
"308","White",77.5,1995,98.2,5950,6056549,1917.5,0.000819307697234565,0.000972466494581986,0.000694451009935488
"309","Black",82.5,2000,290.7,1037,356741,1917.5,0.0021782018546514,0.0023330074222889,0.00157119300627237
"310","White",82.5,2000,124.9,5637,4513436,1917.5,0.00108898226422628,0.00133861640144378,0.000875973843797397
"311","Black",87.5,2005,336.2,1106,328981,1917.5,0.00256104021263295,0.00274719943354509,0.00177898793922992
"312","White",87.5,2005,180.1,7647,4245134,1917.5,0.00132313638216599,0.00164292491422796,0.00103578417605335
"313","Black",52.5,1971,5.9,60,1022879,1918.5,3.20471448782991e-05,3.20471448782991e-05,3.20471448782991e-05
"314","White",52.5,1971,1.7,179,10230081,1918.5,1.53810343129992e-05,1.53810343129992e-05,1.53810343129992e-05
"315","Black",57.5,1976,16.8,161,957414,1918.5,0.000117739008481933,0.000117739008481933,0.000117739008481933
"316","White",57.5,1976,5.3,517,9739197,1918.5,5.35625655068353e-05,5.35625655068353e-05,5.35625655068353e-05
"317","Black",62.5,1981,39.7,353,888832,1918.5,0.000337244411708703,0.000337244411708703,0.000337244411708703
"318","White",62.5,1981,13.8,1283,9316101,1918.5,0.000148651499634453,0.000148651499634453,0.000148651499634453
"319","Black",67.5,1986,78.9,639,810002,1918.5,0.000688136127725026,0.000693777586793125,0.000668464101394481
"320","White",67.5,1986,32.5,2785,8561210,1918.5,0.000327126929540504,0.000334770046977759,0.000321248735906977
"321","Black",72.5,1991,151,997,660109,1918.5,0.00114695544211519,0.00118642205387783,0.00100522152660889
"322","White",72.5,1991,65.9,4897,7429819,1918.5,0.000554404212915102,0.000619426018488467,0.000502992188235432
"323","Black",77.5,1996,228.5,1210,529516,1918.5,0.00164888734173246,0.00175396308867883,0.0012545873911403
"324","White",77.5,1996,94.2,5867,6225442,1918.5,0.00080675431686561,0.000972466494581986,0.000670631012855641
"325","Black",82.5,2001,283.1,1035,365625,1918.5,0.00217218287460244,0.0023330074222889,0.00153544893062244
"326","White",82.5,2001,123.4,5736,4649024,1918.5,0.00107948424031933,0.00133861640144378,0.000856738778947874
"327","Black",87.5,2006,311.3,1053,338232,1918.5,0.00255723400632091,0.00274719943354509,0.00175150106379313
"328","White",87.5,2006,175.1,7702,4399391,1918.5,0.00131611326928263,0.00164292491422796,0.00102037805394239
"329","Black",52.5,1972,6.6,69,1052047,1919.5,3.20471448782991e-05,3.20471448782991e-05,3.20471448782991e-05
"330","White",52.5,1972,1.5,162,10461423,1919.5,1.53810343129992e-05,1.53810343129992e-05,1.53810343129992e-05
"331","Black",57.5,1977,16.7,164,979991,1919.5,0.000117739008481933,0.000117739008481933,0.000117739008481933
"332","White",57.5,1977,5.4,530,9906131,1919.5,5.35625655068353e-05,5.35625655068353e-05,5.35625655068353e-05
"333","Black",62.5,1982,36.7,332,904304,1919.5,0.000337244411708703,0.000337244411708703,0.000337244411708703
"334","White",62.5,1982,13.9,1323,9493296,1919.5,0.000148651499634453,0.000148651499634453,0.000148651499634453
"335","Black",67.5,1987,82.3,677,822720,1919.5,0.000685488950665082,0.000693777586793125,0.000656362325711344
"336","White",67.5,1987,32.5,2832,8725915,1919.5,0.000322214039152203,0.000334770046977759,0.000312513826536191
"337","Black",72.5,1992,153.2,1035,675632,1919.5,0.00113582846381626,0.00118642205387783,0.000953493086705308
"338","White",72.5,1992,63.6,4853,7635053,1919.5,0.000540031129905459,0.000619426018488467,0.000476944586566356
"339","Black",77.5,1997,207.7,1128,543021,1919.5,0.00164118513123089,0.00175396308867883,0.00121411075163507
"340","White",77.5,1997,88.4,5652,6395159,1919.5,0.000795739654140386,0.000972466494581986,0.000649503701996801
"341","Black",82.5,2002,266,1001,376356,1919.5,0.00216705299571447,0.0023330074222889,0.0015040341321243
"342","White",82.5,2002,120.5,5765,4784078,1919.5,0.00107118498655713,0.00133861640144378,0.000839709512541509
"343","Black",87.5,2007,334.1,1172,350802,1919.5,0.00255404299536794,0.00274719943354509,0.00172742341670564
"344","White",87.5,2007,177.3,8069,4550243,1919.5,0.00131001158672026,0.00164292491422796,0.0010067689644759
"345","Black",52.5,1973,5.3,57,1082368,1920.5,3.20471448782991e-05,3.20471448782991e-05,3.20471448782991e-05
"346","White",52.5,1973,1.8,188,10610022,1920.5,1.53810343129992e-05,1.53810343129992e-05,1.53810343129992e-05
"347","Black",57.5,1978,16.2,162,1002938,1920.5,0.000117739008481933,0.000117739008481933,0.000117739008481933
"348","White",57.5,1978,4.6,468,10075590,1920.5,5.35625655068353e-05,5.35625655068353e-05,5.35625655068353e-05
"349","Black",62.5,1983,38,350,921089,1920.5,0.000337244411708703,0.000337244411708703,0.000337244411708703
"350","White",62.5,1983,14.5,1380,9548875,1920.5,0.000148651499634453,0.000148651499634453,0.000148651499634453
"351","Black",67.5,1988,80.1,670,836336,1920.5,0.000682649328602498,0.000693777586793125,0.000643235281966855
"352","White",67.5,1988,32.6,2864,8783701,1920.5,0.000316038649631784,0.000334770046977759,0.000301504865756088
"353","Black",72.5,1993,150.2,1034,688240,1920.5,0.00112641326177826,0.00118642205387783,0.000908728273916198
"354","White",72.5,1993,62.5,4850,7764391,1920.5,0.000527675617393295,0.000619426018488467,0.000454326300328192
"355","Black",77.5,1998,202.6,1124,554755,1920.5,0.00163471865778973,0.00175396308867883,0.0011791735947814
"356","White",77.5,1998,85.3,5544,6499257,1920.5,0.000786305263920273,0.000972466494581986,0.000631189902913803
"357","Black",82.5,2003,246.8,954,386533,1920.5,0.00216279652110913,0.0023330074222889,0.00147699971618225
"358","White",82.5,2003,114.2,5559,4867542,1920.5,0.00106410963460575,0.00133861640144378,0.000824977615572427
"359","Black",87.5,2008,288.2,1051,364648,1920.5,0.00255144952537739,0.00274719943354509,0.00170678241305422
"360","White",87.5,2008,171.3,8021,4682094,1920.5,0.0013048436046417,0.00164292491422796,0.000995024672678189
"361","Black",47.5,1969,1.6,18,1119408,1921.5,7.74893481595104e-06,7.74893481595104e-06,7.74893481595104e-06
"362","White",47.5,1969,0.5,50,10910052,1921.5,3.44445734809016e-06,3.44445734809016e-06,3.44445734809016e-06
"363","Black",52.5,1974,4.9,54,1091382,1921.5,3.20471448782991e-05,3.20471448782991e-05,3.20471448782991e-05
"364","White",52.5,1974,1.7,183,10705579,1921.5,1.53810343129992e-05,1.53810343129992e-05,1.53810343129992e-05
"365","Black",57.5,1979,14.3,147,1026301,1921.5,0.000117739008481933,0.000117739008481933,0.000117739008481933
"366","White",57.5,1979,5.4,551,10253443,1921.5,5.35625655068353e-05,5.35625655068353e-05,5.35625655068353e-05
"367","Black",62.5,1984,38.4,359,935938,1921.5,0.000336451342456045,0.000337244411708703,0.000333735157733952
"368","White",62.5,1984,14.3,1380,9666561,1921.5,0.000147984002866414,0.000148651499634453,0.00014747707606069
"369","Black",67.5,1989,83.2,707,850241,1921.5,0.00067890141535621,0.000693777586793125,0.000625890285729878
"370","White",67.5,1989,33.7,2997,8896779,1921.5,0.000309444629933934,0.000334770046977759,0.000289690260978105
"371","Black",72.5,1994,161.1,1115,692222,1921.5,0.00111858754363576,0.00118642205387783,0.000870518625918331
"372","White",72.5,1994,60.9,4798,7879948,1921.5,0.00051728195741871,0.000619426018488467,0.000435082140709334
"373","Black",77.5,1999,196.6,1101,560141,1921.5,0.00162939555264142,0.00175396308867883,0.00114944041294494
"374","White",77.5,1999,81.1,5348,6596601,1921.5,0.000778401605895399,0.000972466494581986,0.000615638034835676
"375","Black",82.5,2004,233,921,395257,1921.5,0.00215934437431618,0.0023330074222889,0.00145407222533562
"376","White",82.5,2004,110.9,5519,4978194,1921.5,0.00105821430400953,0.00133861640144378,0.000812495447765358
"377","Black",87.5,2009,291.3,1107,379991,1921.5,0.00254940254432436,0.00274719943354509,0.00168935664437114
"378","White",87.5,2009,165.7,7998,4826976,1921.5,0.00130057044892352,0.00164292491422796,0.000985101393462253
"379","Black",47.5,1970,1.8,20,1129329,1922.5,7.74893481595104e-06,7.74893481595104e-06,7.74893481595104e-06
"380","White",47.5,1970,0.4,45,10876372,1922.5,3.44445734809016e-06,3.44445734809016e-06,3.44445734809016e-06
"381","Black",52.5,1975,5.6,61,1086872,1922.5,3.20471448782991e-05,3.20471448782991e-05,3.20471448782991e-05
"382","White",52.5,1975,1.4,151,10723729,1922.5,1.53810343129992e-05,1.53810343129992e-05,1.53810343129992e-05
"383","Black",57.5,1980,14.5,151,1044145,1922.5,0.000117739008481933,0.000117739008481933,0.000117739008481933
"384","White",57.5,1980,5.3,554,10381944,1922.5,5.35625655068353e-05,5.35625655068353e-05,5.35625655068353e-05
"385","Black",62.5,1985,37,351,947936,1922.5,0.000335062292725313,0.000337244411708703,0.00032751839457113
"386","White",62.5,1985,14.2,1387,9744363,1922.5,0.000146595916197188,0.000148651499634453,0.00014502375533761
"387","Black",67.5,1990,84.3,725,860383,1922.5,0.000673588893347906,0.000693777586793125,0.000601343044577567
"388","White",67.5,1990,35.2,3167,8992827,1922.5,0.000301970948213618,0.000334770046977759,0.000276257635833428
"389","Black",72.5,1995,155.7,1083,695632,1922.5,0.00111183964802246,0.00118642205387783,0.00083664882021834
"390","White",72.5,1995,57.5,4585,7971928,1922.5,0.000508440830814855,0.000619426018488467,0.000418521323014834
"391","Black",77.5,2000,188.5,1070,567570,1922.5,0.00162485375731743,0.00175396308867883,0.00112316412057378
"392","White",77.5,2000,77.5,5167,6670168,1922.5,0.00077170750980668,0.000972466494581986,0.000602280819348966
"393","Black",82.5,2005,233.9,941,402281,1922.5,0.00215644762427944,0.0023330074222889,0.00143388373519582
"394","White",82.5,2005,107,5399,5044167,1922.5,0.00105324973295425,0.00133861640144378,0.000801799358493285
"395","Black",87.5,2010,290.5,1156,397940,1922.5,0.00254773882917509,0.00274719943354509,0.00167408615832507
"396","White",87.5,2010,163.8,8145,4971670,1922.5,0.00129700146112002,0.00164292491422796,0.000976622396576901
"397","Black",47.5,1971,1,11,1138897,1923.5,7.74893481595104e-06,7.74893481595104e-06,7.74893481595104e-06
"398","White",47.5,1971,0.4,47,10842663,1923.5,3.44445734809016e-06,3.44445734809016e-06,3.44445734809016e-06
"399","Black",52.5,1976,4.4,49,1101135,1923.5,3.20471448782991e-05,3.20471448782991e-05,3.20471448782991e-05
"400","White",52.5,1976,1.9,206,10700672,1923.5,1.53810343129992e-05,1.53810343129992e-05,1.53810343129992e-05
"401","Black",57.5,1981,14.6,154,1052185,1923.5,0.000117739008481933,0.000117739008481933,0.000117739008481933
"402","White",57.5,1981,5.1,528,10303203,1923.5,5.35625655068353e-05,5.35625655068353e-05,5.35625655068353e-05
"403","Black",62.5,1986,37.1,355,956656,1923.5,0.000333492888206234,0.000337244411708703,0.000320425533341459
"404","White",62.5,1986,15.3,1482,9674457,1923.5,0.000144598564439109,0.000148651499634453,0.000141482608787359
"405","Black",67.5,1991,86,744,864811,1923.5,0.000667082493976471,0.000693777586793125,0.000571235524920804
"406","White",67.5,1991,33.6,3004,8936486,1923.5,0.000293857289187582,0.000334770046977759,0.000261631435515757
"407","Black",72.5,1996,145.7,1024,702583,1923.5,0.00110584989769931,0.00118642205387783,0.000805903123402582
"408","White",72.5,1996,57.8,4580,7924533,1923.5,0.000500722937193123,0.000619426018488467,0.000403914129821928
"409","Black",77.5,2001,179.6,1041,579550,1923.5,0.00162085831654944,0.00175396308867883,0.00109937111361145
"410","White",77.5,2001,74.9,4994,6663338,1923.5,0.000765886875246099,0.000972466494581986,0.000590519979676119
"411","Black",82.5,2006,211.3,870,411785,1923.5,0.00215393618648438,0.0023330074222889,0.00141565789358385
"412","White",82.5,2006,103.9,5261,5062321,1923.5,0.00104895572284914,0.00133861640144378,0.000792401104464423
"413","Black",87.5,2011,257.6,1069,415040,1923.5,0.00254633790808847,0.00274719943354509,0.00166035506024742
"414","White",87.5,2011,160.5,8181,5096735,1923.5,0.00129393822020802,0.00164292491422796,0.000969191566017737
"415","Black",47.5,1972,1.8,20,1136697,1924.5,7.74893481595104e-06,7.74893481595104e-06,7.74893481595104e-06
"416","White",47.5,1972,0.3,36,10722894,1924.5,3.44445734809016e-06,3.44445734809016e-06,3.44445734809016e-06
"417","Black",52.5,1977,4.9,54,1103873,1924.5,3.20471448782991e-05,3.20471448782991e-05,3.20471448782991e-05
"418","White",52.5,1977,1.4,153,10590077,1924.5,1.53810343129992e-05,1.53810343129992e-05,1.53810343129992e-05
"419","Black",57.5,1982,14.8,157,1058031,1924.5,0.000117739008481933,0.000117739008481933,0.000117739008481933
"420","White",57.5,1982,5.6,567,10191875,1924.5,5.35625655068353e-05,5.35625655068353e-05,5.35625655068353e-05
"421","Black",62.5,1987,36.6,353,963513,1924.5,0.000331935326224652,0.000337244411708703,0.000313337062648768
"422","White",62.5,1987,14.7,1404,9578760,1924.5,0.000142079594510488,0.000148651499634453,0.000137007288686395
"423","Black",67.5,1992,86.2,750,870358,1924.5,0.000659706542630862,0.000693777586793125,0.000537050046667388
"424","White",67.5,1992,35,3102,8874930,1924.5,0.000285287931833084,0.000334770046977759,0.000246147075646526
"425","Black",72.5,1997,139.4,992,711443,1924.5,0.00110077313391356,0.00118642205387783,0.000779281552138681
"426","White",72.5,1997,51.3,4045,7878212,1924.5,0.000494172949942718,0.000619426018488467,0.000391386783999288
"427","Black",77.5,2002,175.1,1029,587634,1924.5,0.00161750192573162,0.00175396308867883,0.00107881843395412
"428","White",77.5,2002,72.1,4801,6659803,1924.5,0.000760967106132302,0.000972466494581986,0.00058045151946023
"429","Black",82.5,2007,212.5,891,419200,1924.5,0.00215185742002851,0.0023330074222889,0.00139995920884117
"430","White",82.5,2007,103.7,5275,5085281,1924.5,0.0010453462638661,0.00133861640144378,0.000784372144554677
"431","Black",87.5,2012,252.1,1091,432792,1924.5,0.00254521374276447,0.00274719943354509,0.00164857324058782
"432","White",87.5,2012,149.1,7808,5237004,1924.5,0.00129138421197797,0.00164292491422796,0.000962860218107035
"433","Black",47.5,1973,1.7,19,1130539,1925.5,7.74893481595104e-06,7.74893481595104e-06,7.74893481595104e-06
"434","White",47.5,1973,0.4,42,10646074,1925.5,3.44445734809016e-06,3.44445734809016e-06,3.44445734809016e-06
"435","Black",52.5,1978,4.1,45,1104072,1925.5,3.20471448782991e-05,3.20471448782991e-05,3.20471448782991e-05
"436","White",52.5,1978,1.9,195,10525543,1925.5,1.53810343129992e-05,1.53810343129992e-05,1.53810343129992e-05
"437","Black",57.5,1983,16.1,171,1061394,1925.5,0.000117739008481933,0.000117739008481933,0.000117739008481933
"438","White",57.5,1983,5.4,549,10170914,1925.5,5.35625655068353e-05,5.35625655068353e-05,5.35625655068353e-05
"439","Black",62.5,1988,38.8,376,968147,1925.5,0.000330354979442456,0.000337244411708703,0.000306081887771553
"440","White",62.5,1988,15,1434,9570693,1925.5,0.000138964622728158,0.000148651499634453,0.000131460590062793
"441","Black",67.5,1993,86.9,765,880700,1925.5,0.000653562925967389,0.000693777586793125,0.000507987719680824
"442","White",67.5,1993,32.6,2904,8900366,1925.5,0.000278272607124396,0.000334770046977759,0.000233343524635159
"443","Black",72.5,1998,127.6,925,724703,1925.5,0.00109657555110008,0.00118642205387783,0.000756703121339615
"444","White",72.5,1998,48.3,3822,7913167,1925.5,0.00048883029054487,0.000619426018488467,0.000381046109675934
"445","Black",77.5,2003,163.6,972,594170,1925.5,0.00161475733436946,0.00175396308867883,0.00106143540139155
"446","White",77.5,2003,69.2,4616,6669415,1925.5,0.000756973053493607,0.000972466494581986,0.000572157033450828
"447","Black",82.5,2008,201,855,425413,1925.5,0.0021501893785478,0.0023330074222889,0.00138672663560489
"448","White",82.5,2008,98.4,5033,5113013,1925.5,0.00104243486741287,0.00133861640144378,0.000777773586401546
"449","Black",87.5,2013,241.8,1082,447516,1925.5,0.00254434860230965,0.00274719943354509,0.00163868813281112
"450","White",87.5,2013,151.7,8098,5339506,1925.5,0.00128934405217746,0.00164292491422796,0.000957672655333889
"451","Black",42.5,1969,0,0,1203345,1926.5,2.03934972929586e-06,2.03934972929586e-06,2.03934972929586e-06
"452","White",42.5,1969,0.1,10,10757369,1926.5,7.509703064164e-07,7.509703064164e-07,7.509703064164e-07
"453","Black",47.5,1974,1.6,18,1133746,1926.5,7.74893481595104e-06,7.74893481595104e-06,7.74893481595104e-06
"454","White",47.5,1974,0.5,54,10522683,1926.5,3.44445734809016e-06,3.44445734809016e-06,3.44445734809016e-06
"455","Black",52.5,1979,4.8,53,1111629,1926.5,3.20471448782991e-05,3.20471448782991e-05,3.20471448782991e-05
"456","White",52.5,1979,1.7,176,10412678,1926.5,1.53810343129992e-05,1.53810343129992e-05,1.53810343129992e-05
"457","Black",57.5,1984,14.3,152,1061800,1926.5,0.000117411014789486,0.000117739008481933,0.000116287669594949
"458","White",57.5,1984,5.7,576,10053011,1926.5,5.32855814901524e-05,5.35625655068353e-05,5.30752275942706e-05
"459","Black",62.5,1989,37.2,361,970712,1926.5,0.000328234692410941,0.000337244411708703,0.00029635753134318
"460","White",62.5,1989,16.4,1550,9472038,1926.5,0.000135713805363319,0.000148651499634453,0.000125645175677121
"461","Black",67.5,1994,82.2,734,892450,1926.5,0.000648545716454819,0.000693777586793125,0.000483661707123349
"462","White",67.5,1994,30.8,2720,8839786,1926.5,0.000272750575014813,0.000334770046977759,0.000223145238909102
"463","Black",72.5,1999,123.4,912,739179,1926.5,0.00109317905390232,0.00118642205387783,0.000737856884833143
"464","White",72.5,1999,46.4,3650,7872099,1926.5,0.00048464333951225,0.000619426018488467,0.000372826104315855
"465","Black",77.5,2004,159.4,953,597958,1926.5,0.001612567839021,0.00175396308867883,0.00104697378904345
"466","White",77.5,2004,66.6,4406,6618640,1926.5,0.000753860963177432,0.000972466494581986,0.000565579054474145
"467","Black",82.5,2009,195.8,842,430092,1926.5,0.00214889168437916,0.0023330074222889,0.00137576333979244
"468","White",82.5,2009,95.7,4879,5096870,1926.5,0.00104018447507029,0.00133861640144378,0.000772555461188203
"469","Black",87.5,2014,218.8,1012,462625,1926.5,0.0025437145620167,0.00274719943354509,0.00163054495411901
"470","White",87.5,2014,150.8,8191,5432543,1926.5,0.00128778631563011,0.00164292491422796,0.000953585379759045
"471","Black",42.5,1970,0,0,1201067,1927.5,2.03934972929586e-06,2.03934972929586e-06,2.03934972929586e-06
"472","White",42.5,1970,0.1,14,10605912,1927.5,7.509703064164e-07,7.509703064164e-07,7.509703064164e-07
"473","Black",47.5,1975,1.1,13,1148690,1927.5,7.74893481595104e-06,7.74893481595104e-06,7.74893481595104e-06
"474","White",47.5,1975,0.4,42,10440498,1927.5,3.44445734809016e-06,3.44445734809016e-06,3.44445734809016e-06
"475","Black",52.5,1980,5.4,61,1135183,1927.5,3.20471448782991e-05,3.20471448782991e-05,3.20471448782991e-05
"476","White",52.5,1980,1.7,178,10339369,1927.5,1.53810343129992e-05,1.53810343129992e-05,1.53810343129992e-05
"477","Black",57.5,1985,16,170,1061129,1927.5,0.000116836959366157,0.000117739008481933,0.000113718457053825
"478","White",57.5,1985,5.6,552,9917842,1927.5,5.27097584943132e-05,5.35625655068353e-05,5.20575117997164e-05
"479","Black",62.5,1990,41.1,400,973948,1927.5,0.000325114475640507,0.000337244411708703,0.000282078074224664
"480","White",62.5,1990,16.4,1538,9373680,1927.5,0.000132090492950577,0.000148651499634453,0.000119146023691855
"481","Black",67.5,1995,75.9,685,903076,1927.5,0.000644302178747675,0.000693777586793125,0.000462543929014643
"482","White",67.5,1995,29.9,2630,8784552,1927.5,0.00026831424144007,0.000334770046977759,0.000214852585330582
"483","Black",72.5,2000,120.4,905,751955,1927.5,0.00109033549269325,0.00118642205387783,0.000721543932972266
"484","White",72.5,2000,43.2,3380,7823809,1927.5,0.000481294998228255,0.000619426018488467,0.000366155744519731
"485","Black",77.5,2005,137.9,836,606229,1927.5,0.0016107640978726,0.00175396308867883,0.00103450006800296
"486","White",77.5,2005,65.2,4301,6599366,1927.5,0.000751387283546231,0.000972466494581986,0.000560254011859196
"487","Black",82.5,2010,192.2,844,439221,1927.5,0.00214785396011478,0.0023330074222889,0.00136634893494072
"488","White",82.5,2010,93.3,4764,5107752,1927.5,0.00103841102198186,0.00133861640144378,0.00076834368085799
"489","Black",42.5,1971,0,0,1198464,1928.5,2.03934972929586e-06,2.03934972929586e-06,2.03934972929586e-06
"490","White",42.5,1971,0.1,11,10454217,1928.5,7.509703064164e-07,7.509703064164e-07,7.509703064164e-07
"491","Black",47.5,1976,1.2,14,1144006,1928.5,7.74893481595104e-06,7.74893481595104e-06,7.74893481595104e-06
"492","White",47.5,1976,0.3,34,10307223,1928.5,3.44445734809016e-06,3.44445734809016e-06,3.44445734809016e-06
"493","Black",52.5,1981,5.5,62,1133158,1928.5,3.20471448782991e-05,3.20471448782991e-05,3.20471448782991e-05
"494","White",52.5,1981,1.8,184,10226792,1928.5,1.53810343129992e-05,1.53810343129992e-05,1.53810343129992e-05
"495","Black",57.5,1986,13.5,143,1060335,1928.5,0.000116205378811066,0.000117739008481933,0.000110866171654895
"496","White",57.5,1986,5.8,567,9811110,1928.5,5.18910726163039e-05,5.35625655068353e-05,5.06063072440575e-05
"497","Black",62.5,1991,38.8,381,982087,1928.5,0.000321265478989451,0.000337244411708703,0.000264437758293706
"498","White",62.5,1991,16.2,1513,9331081,1928.5,0.000128197458936609,0.000148651499634453,0.000112145234713418
"499","Black",67.5,1996,76.5,696,909639,1928.5,0.000640632501016619,0.000693777586793125,0.000443887852489662
"500","White",67.5,1996,28.6,2499,8752029,1928.5,0.000264534167900523,0.000334770046977759,0.000207716249260549
"501","Black",72.5,2001,113,852,753887,1928.5,0.00108789789526237,0.00118642205387783,0.000707167387845973
"502","White",72.5,2001,42,3267,7771163,1928.5,0.000478452988976836,0.000619426018488467,0.000360425247134863
"503","Black",77.5,2006,140,849,606460,1928.5,0.001609239608292,0.00175396308867883,0.00102353910528482
"504","White",77.5,2006,60.9,4001,6571465,1928.5,0.000749298509427047,0.000972466494581986,0.000555688458530626
"505","Black",82.5,2011,178.1,792,444702,1928.5,0.0021470005109901,0.0023330074222889,0.00135810688056505
"506","White",82.5,2011,90.3,4613,5110124,1928.5,0.0010369245756787,0.00133861640144378,0.000764741511734326
"507","Black",42.5,1972,0,0,1199800,1929.5,2.03934972929586e-06,2.03934972929586e-06,2.03934972929586e-06
"508","White",42.5,1972,0.1,12,10284157,1929.5,7.509703064164e-07,7.509703064164e-07,7.509703064164e-07
"509","Black",47.5,1977,1.3,15,1141849,1929.5,7.74893481595104e-06,7.74893481595104e-06,7.74893481595104e-06
"510","White",47.5,1977,0.4,41,10150083,1929.5,3.44445734809016e-06,3.44445734809016e-06,3.44445734809016e-06
"511","Black",52.5,1982,4.7,53,1129484,1929.5,3.20471448782991e-05,3.20471448782991e-05,3.20471448782991e-05
"512","White",52.5,1982,1.8,180,10035486,1929.5,1.53810343129992e-05,1.53810343129992e-05,1.53810343129992e-05
"513","Black",57.5,1987,15.7,166,1056761,1929.5,0.000115607329970963,0.000117739008481933,0.000108151332309292
"514","White",57.5,1987,5.3,508,9634167,1929.5,5.08760801031066e-05,5.35625655068353e-05,4.88039729909927e-05
"515","Black",62.5,1992,42.3,417,986032,1929.5,0.00031698820384398,0.000337244411708703,0.000244811964704468
"516","White",62.5,1992,15.9,1461,9187085,1929.5,0.000124117695765278,0.000148651499634453,0.000104794117448378
"517","Black",67.5,1997,69,628,910414,1929.5,0.000637694400578731,0.000693777586793125,0.000428649368239907
"518","White",67.5,1997,26.9,2317,8624474,1929.5,0.00026142127560298,0.000334770046977759,0.000201779316995101
"519","Black",72.5,2002,108.6,825,759700,1929.5,0.00108596278195069,0.00118642205387783,0.000695450942353392
"520","White",72.5,2002,40.5,3112,7681108,1929.5,0.000476122052412971,0.000619426018488467,0.000355666177867994
"521","Black",77.5,2007,141.4,863,610277,1929.5,0.00160804630053126,0.00175396308867883,0.00101463076382316
"522","White",77.5,2007,61.7,4020,6510176,1929.5,0.000747594704413044,0.000972466494581986,0.000551904700402692
"523","Black",82.5,2012,159.8,724,453186,1929.5,0.00214635111785956,0.0023330074222889,0.00135143177601938
"524","White",82.5,2012,84.8,4318,5089148,1929.5,0.00103572167837353,0.00133861640144378,0.000761763804300658
"525","Black",42.5,1973,0,0,1208637,1930.5,2.03934972929586e-06,2.03934972929586e-06,2.03934972929586e-06
"526","White",42.5,1973,0,0,10101963,1930.5,7.509703064164e-07,7.509703064164e-07,7.509703064164e-07
"527","Black",47.5,1978,1.7,20,1150870,1930.5,7.74893481595104e-06,7.74893481595104e-06,7.74893481595104e-06
"528","White",47.5,1978,0.4,38,9983374,1930.5,3.44445734809016e-06,3.44445734809016e-06,3.44445734809016e-06
"529","Black",52.5,1983,4.8,54,1123367,1930.5,3.20471448782991e-05,3.20471448782991e-05,3.20471448782991e-05
"530","White",52.5,1983,1.8,177,9769125,1930.5,1.53810343129992e-05,1.53810343129992e-05,1.53810343129992e-05
"531","Black",57.5,1988,14.6,153,1049884,1930.5,0.00011501988563142,0.000117739008481933,0.000105465908568616
