"","race","age","yeardth","rate","count","pop","yearbth","mod","modnotreat","modcrazytreat"
"28","White",82.5,1973,138.2,3275,2369069,1890.5,0.00133861640144378,0.00133861640144378,0.00133861640144378
"29","Black",87.5,1978,270.5,396,146388,1890.5,0.00274719943354509,0.00274719943354509,0.00274719943354509
"30","White",87.5,1978,174.2,3322,1906955,1890.5,0.00164292491422796,0.00164292491422796,0.00164292491422796
"31","Black",77.5,1969,189.4,457,241320,1891.5,0.00175396308867883,0.00175396308867883,0.00175396308867883
"32","White",77.5,1969,95.6,3354,3509786,1891.5,0.000972466494581986,0.000972466494581986,0.000972466494581986
"33","Black",82.5,1974,251.4,426,169442,1891.5,0.0023330074222889,0.0023330074222889,0.0023330074222889
"34","White",82.5,1974,129.6,3170,2446625,1891.5,0.00133861640144378,0.00133861640144378,0.00133861640144378
"35","Black",87.5,1979,265.4,408,153728,1891.5,0.00274719943354509,0.00274719943354509,0.00274719943354509
"36","White",87.5,1979,173.8,3474,1998832,1891.5,0.00164292491422796,0.00164292491422796,0.00164292491422796
"37","Black",77.5,1970,186.7,478,256081,1892.5,0.00175396308867883,0.00175396308867883,0.00175396308867883
"38","White",77.5,1970,95.5,3412,3574175,1892.5,0.000972466494581986,0.000972466494581986,0.000972466494581986
"39","Black",82.5,1975,239.6,423,176571,1892.5,0.0023330074222889,0.0023330074222889,0.0023330074222889
"40","White",82.5,1975,135.3,3414,2523453,1892.5,0.00133861640144378,0.00133861640144378,0.00133861640144378
"41","Black",87.5,1980,305.2,493,161532,1892.5,0.00274719943354509,0.00274719943354509,0.00274719943354509
"42","White",87.5,1980,173.4,3621,2088482,1892.5,0.00164292491422796,0.00164292491422796,0.00164292491422796
"43","Black",77.5,1971,179.8,487,270808,1893.5,0.00175396308867883,0.00175396308867883,0.00175396308867883
"44","White",77.5,1971,94.4,3433,3638454,1893.5,0.000972466494581986,0.000972466494581986,0.000972466494581986
"45","Black",82.5,1976,229.7,421,183307,1893.5,0.0023330074222889,0.0023330074222889,0.0023330074222889
"46","White",82.5,1976,135.5,3469,2560713,1893.5,0.00133861640144378,0.00133861640144378,0.00133861640144378
"47","Black",87.5,1981,307.9,517,167892,1893.5,0.00274719943354509,0.00274719943354509,0.00274719943354509
"48","White",87.5,1981,172.5,3725,2159340,1893.5,0.00164292491422796,0.00164292491422796,0.00164292491422796
"49","Black",77.5,1972,187.5,534,284851,1894.5,0.00175396308867883,0.00175396308867883,0.00175396308867883
"50","White",77.5,1972,93.1,3447,3702353,1894.5,0.000972466494581986,0.000972466494581986,0.000972466494581986
"51","Black",82.5,1977,239.4,451,188356,1894.5,0.0023330074222889,0.0023330074222889,0.0023330074222889
"52","White",82.5,1977,132.7,3465,2611280,1894.5,0.00133861640144378,0.00133861640144378,0.00133861640144378
"53","Black",87.5,1982,296.2,520,175557,1894.5,0.00274719943354509,0.00274719943354509,0.00274719943354509
"54","White",87.5,1982,170.3,3812,2237857,1894.5,0.00164292491422796,0.00164292491422796,0.00164292491422796
"55","Black",77.5,1973,191,571,299019,1895.5,0.00175396308867883,0.00175396308867883,0.00175396308867883
"56","White",77.5,1973,91.3,3442,3767946,1895.5,0.000972466494581986,0.000972466494581986,0.000972466494581986
"57","Black",82.5,1978,253.9,490,193019,1895.5,0.0023330074222889,0.0023330074222889,0.0023330074222889
"58","White",82.5,1978,135.2,3583,2650069,1895.5,0.00133861640144378,0.00133861640144378,0.00133861640144378
"59","Black",87.5,1983,275.5,505,183276,1895.5,0.00274719943354509,0.00274719943354509,0.00274719943354509
"60","White",87.5,1983,172.9,3994,2310453,1895.5,0.00164292491422796,0.00164292491422796,0.00164292491422796
"61","Black",72.5,1969,124.3,503,404676,1896.5,0.00118642205387783,0.00118642205387783,0.00118642205387783
"62","White",72.5,1969,53.6,2657,4953190,1896.5,0.000619426018488467,0.000619426018488467,0.000619426018488467
"63","Black",77.5,1974,165.6,520,313987,1896.5,0.00175396308867883,0.00175396308867883,0.00175396308867883
"64","White",77.5,1974,93,3554,3821405,1896.5,0.000972466494581986,0.000972466494581986,0.000972466494581986
"65","Black",82.5,1979,265.7,516,194196,1896.5,0.0023330074222889,0.0023330074222889,0.0023330074222889
"66","White",82.5,1979,134.3,3584,2668013,1896.5,0.00133861640144378,0.00133861640144378,0.00133861640144378
"67","Black",87.5,1984,314.6,597,189749,1896.5,0.00274559463858948,0.00274719943354509,0.00274009838458451
"68","White",87.5,1984,176.3,4193,2378543,1896.5,0.00164075192505401,0.00164292491422796,0.00163910165972938
"69","Black",72.5,1970,135.2,565,417781,1897.5,0.00118642205387783,0.00118642205387783,0.00118642205387783
"70","White",72.5,1970,53.4,2675,5009109,1897.5,0.000619426018488467,0.000619426018488467,0.000619426018488467
"71","Black",77.5,1975,176.7,579,327637,1897.5,0.00175396308867883,0.00175396308867883,0.00175396308867883
"72","White",77.5,1975,87.6,3393,3875116,1897.5,0.000972466494581986,0.000972466494581986,0.000972466494581986
"73","Black",82.5,1980,279.7,566,202346,1897.5,0.0023330074222889,0.0023330074222889,0.0023330074222889
"74","White",82.5,1980,131.8,3587,2722231,1897.5,0.00133861640144378,0.00133861640144378,0.00133861640144378
"75","Black",87.5,1985,314.9,614,194961,1897.5,0.00274277662109367,0.00274719943354509,0.00272748637520241
"76","White",87.5,1985,163,3983,2443970,1897.5,0.001636224997424,0.00164292491422796,0.00163110072110947
"77","Black",72.5,1971,127.9,551,430814,1898.5,0.00118642205387783,0.00118642205387783,0.00118642205387783
"78","White",72.5,1971,53.4,2703,5064906,1898.5,0.000619426018488467,0.000619426018488467,0.000619426018488467
"79","Black",77.5,1976,190.6,639,335254,1898.5,0.00175396308867883,0.00175396308867883,0.00175396308867883
"80","White",77.5,1976,92.3,3613,3913709,1898.5,0.000972466494581986,0.000972466494581986,0.000972466494581986
"81","Black",82.5,1981,278,582,209328,1898.5,0.0023330074222889,0.0023330074222889,0.0023330074222889
"82","White",82.5,1981,132,3673,2782613,1898.5,0.00133861640144378,0.00133861640144378,0.00133861640144378
"83","Black",87.5,1986,308.1,619,200891,1898.5,0.00273893347626798,0.00274719943354509,0.00271003539706493
"84","White",87.5,1986,171.7,4311,2510825,1898.5,0.00162902653564251,0.00164292491422796,0.00161832042764848
"85","Black",72.5,1972,140.2,621,442928,1899.5,0.00118642205387783,0.00118642205387783,0.00118642205387783
"86","White",72.5,1972,54.9,2811,5120945,1899.5,0.000619426018488467,0.000619426018488467,0.000619426018488467
"87","Black",77.5,1977,182.9,638,348800,1899.5,0.00175396308867883,0.00175396308867883,0.00175396308867883
"88","White",77.5,1977,90.9,3639,4004973,1899.5,0.000972466494581986,0.000972466494581986,0.000972466494581986
"89","Black",82.5,1982,281.6,614,218069,1899.5,0.0023330074222889,0.0023330074222889,0.0023330074222889
"90","White",82.5,1982,132.6,3786,2854220,1899.5,0.00133861640144378,0.00133861640144378,0.00133861640144378
"91","Black",87.5,1987,325.8,677,207817,1899.5,0.00273398468142616,0.00274719943354509,0.00268724593706959
"92","White",87.5,1987,175.3,4529,2582864,1899.5,0.00161872468932344,0.00164292491422796,0.00159995191879777
"93","Black",72.5,1973,129.8,591,455243,1900.5,0.00118642205387783,0.00118642205387783,0.00118642205387783
"94","White",72.5,1973,54.4,2815,5178934,1900.5,0.000619426018488467,0.000619426018488467,0.000619426018488467
"95","Black",77.5,1978,192.8,701,363667,1900.5,0.00175396308867883,0.00175396308867883,0.00175396308867883
"96","White",77.5,1978,90.9,3742,4117707,1900.5,0.000972466494581986,0.000972466494581986,0.000972466494581986
"97","Black",82.5,1983,296.5,672,226675,1900.5,0.0023330074222889,0.0023330074222889,0.0023330074222889
"98","White",82.5,1983,131.1,3842,2929576,1900.5,0.00133861640144378,0.00133861640144378,0.00133861640144378
"99","Black",87.5,1988,326.2,697,213697,1900.5,0.0027281887735644,0.00274719943354509,0.00266019192202964
"100","White",87.5,1988,177.6,4683,2636928,1900.5,0.00160495237754538,0.00164292491422796,0.00157529815015957
"101","Black",67.5,1969,69.2,422,609996,1901.5,0.000693777586793125,0.000693777586793125,0.000693777586793125
"102","White",67.5,1969,29.7,1828,6163131,1901.5,0.000334770046977759,0.000334770046977759,0.000334770046977759
"103","Black",72.5,1974,139.4,658,471999,1901.5,0.00118642205387783,0.00118642205387783,0.00118642205387783
"104","White",72.5,1974,55.2,2934,5312168,1901.5,0.000619426018488467,0.000619426018488467,0.000619426018488467
"105","Black",77.5,1979,188.3,717,380817,1901.5,0.00175396308867883,0.00175396308867883,0.00175396308867883
"106","White",77.5,1979,92.3,3934,4261515,1901.5,0.000972466494581986,0.000972466494581986,0.000972466494581986
"107","Black",82.5,1984,289.6,682,235496,1901.5,0.0023308129415708,0.0023330074222889,0.00232329705396156
"108","White",82.5,1984,130.8,3936,3009001,1901.5,0.00133618948536352,0.00133861640144378,0.00133434637471971
"109","Black",87.5,1989,331.6,728,219564,1901.5,0.00272070826008303,0.00274719943354509,0.0026251150909709
"110","White",87.5,1989,188.5,5110,2711270,1901.5,0.00158903895926855,0.00164292491422796,0.00154664113836325
"111","Black",67.5,1970,73.6,463,628728,1902.5,0.000693777586793125,0.000693777586793125,0.000693777586793125
"112","White",67.5,1970,28.4,1801,6335967,1902.5,0.000334770046977759,0.000334770046977759,0.000334770046977759
"113","Black",72.5,1975,135.4,660,487272,1902.5,0.00118642205387783,0.00118642205387783,0.00118642205387783
"114","White",72.5,1975,54.7,2978,5446514,1902.5,0.000619426018488467,0.000619426018488467,0.000619426018488467
"115","Black",77.5,1980,181.2,709,391315,1902.5,0.00175396308867883,0.00175396308867883,0.00175396308867883
"116","White",77.5,1980,92.1,4038,4382052,1902.5,0.000972466494581986,0.000972466494581986,0.000972466494581986
"117","Black",82.5,1985,291.5,714,244927,1902.5,0.00232695732821238,0.0023330074222889,0.002306041178439
"118","White",82.5,1985,134.5,4162,3094213,1902.5,0.00133113348673927,0.00133861640144378,0.00132541033827606
"119","Black",87.5,1990,383.9,865,225295,1902.5,0.00271070178796026,0.00274719943354509,0.00257815868152093
"120","White",87.5,1990,191.7,5360,2796584,1902.5,0.00157001117779641,0.00164292491422796,0.0015122344891302
"121","Black",67.5,1971,71.7,464,647346,1903.5,0.000693777586793125,0.000693777586793125,0.000693777586793125
"122","White",67.5,1971,28.5,1855,6508820,1903.5,0.000334770046977759,0.000334770046977759,0.000334770046977759
"123","Black",72.5,1976,124,630,507947,1903.5,0.00118642205387783,0.00118642205387783,0.00118642205387783
"124","White",72.5,1976,54.6,3062,5605544,1903.5,0.000619426018488467,0.000619426018488467,0.000619426018488467
"125","Black",77.5,1981,186.5,750,402039,1903.5,0.00175396308867883,0.00175396308867883,0.00175396308867883
"126","White",77.5,1981,90.1,4052,4496631,1903.5,0.000972466494581986,0.000972466494581986,0.000972466494581986
"127","Black",82.5,1986,278.8,709,254306,1903.5,0.00232216121692311,0.0023330074222889,0.0022843117397427
"128","White",82.5,1986,138.5,4412,3185498,1903.5,0.00132329267423844,0.00133861640144378,0.00131149438349437
"129","Black",87.5,1991,359.2,851,236912,1903.5,0.00269835031452411,0.00274719943354509,0.00251996338955055
"130","White",87.5,1991,203.1,5914,2911387,1903.5,0.00154837793342211,0.00164292491422796,0.00147293668470353
"131","Black",67.5,1972,74,492,665129,1904.5,0.000693777586793125,0.000693777586793125,0.000693777586793125
"132","White",67.5,1972,29.7,1987,6681626,1904.5,0.000334770046977759,0.000334770046977759,0.000334770046977759
"133","Black",72.5,1977,130.2,683,524604,1904.5,0.00118642205387783,0.00118642205387783,0.00118642205387783
"134","White",72.5,1977,54.4,3131,5754472,1904.5,0.000619426018488467,0.000619426018488467,0.000619426018488467
"135","Black",77.5,1982,186.8,771,412808,1904.5,0.00175396308867883,0.00175396308867883,0.00175396308867883
"136","White",77.5,1982,92.9,4295,4620880,1904.5,0.000972466494581986,0.000972466494581986,0.000972466494581986
"137","Black",82.5,1987,287.5,756,262970,1904.5,0.00231665265762998,0.0023330074222889,0.00225906721948599
"138","White",82.5,1987,138.3,4545,3285392,1904.5,0.00131239638335281,0.00133861640144378,0.00129208143726396
"139","Black",87.5,1992,394.5,980,248434,1904.5,0.00268351705482656,0.00274719943354509,0.00244973422989529
"140","White",87.5,1992,206.6,6243,3022081,1904.5,0.00152438251230385,0.00164292491422796,0.00142914962857211
"141","Black",67.5,1973,67.7,462,682770,1905.5,0.000693777586793125,0.000693777586793125,0.000693777586793125
"142","White",67.5,1973,29.9,2053,6857190,1905.5,0.000334770046977759,0.000334770046977759,0.000334770046977759
"143","Black",72.5,1978,123.1,664,539264,1905.5,0.00118642205387783,0.00118642205387783,0.00118642205387783
"144","White",72.5,1978,55.8,3301,5917541,1905.5,0.000619426018488467,0.000619426018488467,0.000619426018488467
"145","Black",77.5,1983,201.9,855,423451,1905.5,0.00175396308867883,0.00175396308867883,0.00175396308867883
"146","White",77.5,1983,93.8,4450,4746142,1905.5,0.000972466494581986,0.000972466494581986,0.000972466494581986
"147","Black",82.5,1988,285.8,777,271897,1905.5,0.00231055135649469,0.0023330074222889,0.00223076544351047
"148","White",82.5,1988,143.7,4862,3382788,1905.5,0.00129807121670167,0.00133861640144378,0.00126646641672087
"149","Black",87.5,1993,420.1,1087,258765,1905.5,0.00266896197625281,0.00274719943354509,0.00237940970307173
"150","White",87.5,1993,215,6750,3139201,1905.5,0.00150136456710284,0.00164292491422796,0.00138671444286625
"151","Black",62.5,1969,40.8,293,718734,1906.5,0.000337244411708703,0.000337244411708703,0.000337244411708703
"152","White",62.5,1969,13.2,1019,7722716,1906.5,0.000148651499634453,0.000148651499634453,0.000148651499634453
"153","Black",67.5,1974,69.8,487,698206,1906.5,0.000693777586793125,0.000693777586793125,0.000693777586793125
"154","White",67.5,1974,29.8,2085,7000906,1906.5,0.000334770046977759,0.000334770046977759,0.000334770046977759
"155","Black",72.5,1979,129.3,716,553812,1906.5,0.00118642205387783,0.00118642205387783,0.00118642205387783
"156","White",72.5,1979,56.6,3425,6049172,1906.5,0.000619426018488467,0.000619426018488467,0.000619426018488467
"157","Black",77.5,1984,194.5,843,433427,1906.5,0.00175204212481392,0.00175396308867883,0.00174546300536162
"158","White",77.5,1984,92.3,4493,4868401,1906.5,0.000970198757475379,0.000972466494581986,0.000968476534080631
"159","Black",82.5,1989,288.4,812,281535,1906.5,0.0023025632211099,0.0023330074222889,0.00219362600702664
"160","White",82.5,1989,147.6,5149,3488335,1906.5,0.00128185127538276,0.00133861640144378,0.00123729505265184
"161","Black",87.5,1994,380.7,1018,267437,1906.5,0.00265465596439607,0.00274719943354509,0.00230888697157092
"162","White",87.5,1994,213.8,6932,3242371,1906.5,0.00147932919366761,0.00164292491422796,0.00134566465499169
"163","Black",62.5,1970,34.3,254,740897,1907.5,0.000337244411708703,0.000337244411708703,0.000337244411708703
"164","White",62.5,1970,13.5,1065,7859857,1907.5,0.000148651499634453,0.000148651499634453,0.000148651499634453
"165","Black",67.5,1975,71.5,509,711880,1907.5,0.000693777586793125,0.000693777586793125,0.000693777586793125
"166","White",67.5,1975,28.9,2068,7146645,1907.5,0.000334770046977759,0.000334770046977759,0.000334770046977759
"167","Black",72.5,1980,128,728,568653,1907.5,0.00118642205387783,0.00118642205387783,0.00118642205387783
"168","White",72.5,1980,54.6,3377,6189460,1907.5,0.000619426018488467,0.000619426018488467,0.000619426018488467
"169","Black",77.5,1985,199,882,443196,1907.5,0.00174866959107637,0.00175396308867883,0.00173036912435118
"170","White",77.5,1985,93.1,4647,4990745,1907.5,0.00096547581610468,0.000972466494581986,0.000960129142229615
"171","Black",82.5,1990,318,922,289924,1907.5,0.00229146992724127,0.0023330074222889,0.002142099302363
"172","White",82.5,1990,152.3,5472,3591915,1907.5,0.00126271107324372,0.00133861640144378,0.00120273651189072
"173","Black",87.5,1995,388.3,1082,278674,1907.5,0.0026409984595527,0.00274719943354509,0.00224005511663618
"174","White",87.5,1995,213.5,7145,3346812,1907.5,0.00145842720618808,0.00164292491422796,0.00130629590309837
"175","Black",62.5,1971,40.6,310,762852,1908.5,0.000337244411708703,0.000337244411708703,0.000337244411708703
"176","White",62.5,1971,13.7,1096,7996972,1908.5,0.000148651499634453,0.000148651499634453,0.000148651499634453
"177","Black",67.5,1976,74.4,539,724316,1908.5,0.000693777586793125,0.000693777586793125,0.000693777586793125
"178","White",67.5,1976,29.9,2188,7321506,1908.5,0.000334770046977759,0.000334770046977759,0.000334770046977759
"179","Black",72.5,1981,133.6,776,580906,1908.5,0.00118642205387783,0.00118642205387783,0.00118642205387783
"180","White",72.5,1981,55.4,3504,6321783,1908.5,0.000619426018488467,0.000619426018488467,0.000619426018488467
"181","Black",77.5,1986,198.3,899,453458,1908.5,0.00174446272436305,0.00175396308867883,0.00171130739353135
"182","White",77.5,1986,94.1,4810,5110195,1908.5,0.000958278719357515,0.000972466494581986,0.000947358747978253
"183","Black",82.5,1991,328.9,980,297931,1908.5,0.00227768679633594,0.0023330074222889,0.00207783678688235
"184","White",82.5,1991,159.8,5896,3689832,1908.5,0.00124121139942039,0.00133861640144378,0.00116375469704222
"185","Black",87.5,1996,383.1,1103,287896,1908.5,0.00262846795124873,0.00274719943354509,0.00217533104693396
"186","White",87.5,1996,204.4,7048,3447335,1908.5,0.00143886726937453,0.00164292491422796,0.00126903430996328
"187","Black",62.5,1972,39.3,307,782051,1909.5,0.000337244411708703,0.000337244411708703,0.000337244411708703
"188","White",62.5,1972,13.6,1108,8121949,1909.5,0.000148651499634453,0.000148651499634453,0.000148651499634453
"189","Black",67.5,1977,68.9,510,740070,1909.5,0.000693777586793125,0.000693777586793125,0.000693777586793125
"190","White",67.5,1977,29.5,2207,7479191,1909.5,0.000334770046977759,0.000334770046977759,0.000334770046977759
"191","Black",72.5,1982,128.1,761,594014,1909.5,0.00118642205387783,0.00118642205387783,0.00118642205387783
"192","White",72.5,1982,54.8,3535,6454104,1909.5,0.000619426018488467,0.000619426018488467,0.000619426018488467
"193","Black",77.5,1987,203.9,946,464020,1909.5,0.00173961070146695,0.00175396308867883,0.00168906624780008
"194","White",77.5,1987,94,4917,5230346,1909.5,0.000948488715675519,0.000972466494581986,0.000929927035882855
"195","Black",82.5,1992,315.5,955,302695,1909.5,0.00226149545896091,0.0023330074222889,0.00200195623306984
"196","White",82.5,1992,156,5912,3788693,1909.5,0.00121767836509349,0.00133861640144378,0.0011209150254019
"197","Black",87.5,1997,400.3,1180,294751,1909.5,0.00261715355435579,0.00274719943354509,0.00211537693116883
"198","White",87.5,1997,202.9,7196,3546583,1909.5,0.00142072614803199,0.00164292491422796,0.00123407613597985
"199","Black",62.5,1973,39.6,316,798074,1910.5,0.000337244411708703,0.000337244411708703,0.000337244411708703
"200","White",62.5,1973,14,1154,8230516,1910.5,0.000148651499634453,0.000148651499634453,0.000148651499634453
"201","Black",67.5,1978,74.2,561,756386,1910.5,0.000693777586793125,0.000693777586793125,0.000693777586793125
"202","White",67.5,1978,30.2,2292,7597415,1910.5,0.000334770046977759,0.000334770046977759,0.000334770046977759
"203","Black",72.5,1983,135.7,821,605231,1910.5,0.00118642205387783,0.00118642205387783,0.00118642205387783
"204","White",72.5,1983,57.6,3790,6578366,1910.5,0.000619426018488467,0.000619426018488467,0.000619426018488467
"205","Black",77.5,1988,208.9,988,473027,1910.5,0.00173422660667049,0.00175396308867883,0.00166408282681856
"206","White",77.5,1988,96.5,5154,5341540,1910.5,0.000935781015179696,0.000972466494581986,0.000907223311662161
"207","Black",82.5,1993,336.3,1057,314256,1910.5,0.00224688481929498,0.0023330074222889,0.00193189865696204
"208","White",82.5,1993,156.5,6095,3893727,1910.5,0.00119590464348128,0.00133861640144378,0.00108086713153134
"209","Black",87.5,1998,376,1148,305293,1910.5,0.00260702343220176,0.00274719943354509,0.00206017615986044
"210","White",87.5,1998,193.6,7083,3658028,1910.5,0.00140400286766993,0.00164292491422796,0.00120145718789806
"211","Black",57.5,1969,17,147,864020,1911.5,0.000117739008481933,0.000117739008481933,0.000117739008481933
"212","White",57.5,1969,4.9,441,8934702,1911.5,5.35625655068353e-05,5.35625655068353e-05,5.35625655068353e-05
"213","Black",62.5,1974,39.2,320,815821,1911.5,0.000337244411708703,0.000337244411708703,0.000337244411708703
"214","White",62.5,1974,13.8,1154,8332170,1911.5,0.000148651499634453,0.000148651499634453,0.000148651499634453
"215","Black",67.5,1979,74,574,775325,1911.5,0.000693777586793125,0.000693777586793125,0.000693777586793125
"216","White",67.5,1979,29.3,2276,7767976,1911.5,0.000334770046977759,0.000334770046977759,0.000334770046977759
"217","Black",72.5,1984,139.3,853,612424,1911.5,0.00118470606798963,0.00118642205387783,0.00117882897625211
"218","White",72.5,1984,56,3747,6689363,1911.5,0.000617590049611037,0.000619426018488467,0.000616195731094508
"219","Black",77.5,1989,212.6,1019,479330,1911.5,0.00172718298990943,0.00175396308867883,0.0016313205679819
"220","White",77.5,1989,99.1,5398,5449128,1911.5,0.000921621384755468,0.000972466494581986,0.00088178297179111
"221","Black",82.5,1994,322.6,1042,322951,1911.5,0.00223376015117979,0.0023330074222889,0.00186738391130507
"222","White",82.5,1994,158.3,6318,3991764,1911.5,0.00117586631537255,0.00133861640144378,0.00104360867174215
"223","Black",87.5,1999,366.4,1149,313629,1911.5,0.00259800408073077,0.00274719943354509,0.00200949093578708
"224","White",87.5,1999,195.2,7350,3766114,1911.5,0.00138867307073904,0.00164292491422796,0.00117116918319936
"225","Black",57.5,1970,15,132,879480,1912.5,0.000117739008481933,0.000117739008481933,0.000117739008481933
"226","White",57.5,1970,4.9,445,9061331,1912.5,5.35625655068353e-05,5.35625655068353e-05,5.35625655068353e-05
"227","Black",62.5,1975,36,300,832565,1912.5,0.000337244411708703,0.000337244411708703,0.000337244411708703
"228","White",62.5,1975,13.4,1128,8447003,1912.5,0.000148651499634453,0.000148651499634453,0.000148651499634453
"229","Black",67.5,1980,80,625,780777,1912.5,0.000693777586793125,0.000693777586793125,0.000693777586793125
"230","White",67.5,1980,30.3,2397,7913684,1912.5,0.000334770046977759,0.000334770046977759,0.000334770046977759
"231","Black",72.5,1985,136.8,845,617838,1912.5,0.00118169531958213,0.00118642205387783,0.00116535423655812
"232","White",72.5,1985,57.9,3924,6780254,1912.5,0.000613768169221315,0.000619426018488467,0.000609440886843631
"233","Black",77.5,1990,219.3,1063,484780,1912.5,0.00171741744445229,0.00175396308867883,0.00158593871733945
"234","White",77.5,1990,103.7,5766,5559912,1912.5,0.000905090368995077,0.000972466494581986,0.000851970624815261
"235","Black",82.5,1995,319,1044,327248,1912.5,0.00222181955956297,0.0023330074222889,0.00180716815296896
"236","White",82.5,1995,150.7,6190,4107770,1912.5,0.00115743591464705,0.00133861640144378,0.00100895145960683
"237","Black",87.5,2000,356.2,1140,320062,1912.5,0.00258987687485571,0.00274719943354509,0.00196232375731245
"238","White",87.5,2000,197.5,7622,3858498,1912.5,0.00137463223714261,0.00164292491422796,0.00114305211026131
"239","Black",57.5,1971,15.2,136,894655,1913.5,0.000117739008481933,0.000117739008481933,0.000117739008481933
"240","White",57.5,1971,5.2,480,9187926,1913.5,5.35625655068353e-05,5.35625655068353e-05,5.35625655068353e-05
"241","Black",62.5,1976,38.3,323,842441,1913.5,0.000337244411708703,0.000337244411708703,0.000337244411708703
"242","White",62.5,1976,13.8,1180,8570778,1913.5,0.000148651499634453,0.000148651499634453,0.000148651499634453
"243","Black",67.5,1981,79.1,620,784048,1913.5,0.000693777586793125,0.000693777586793125,0.000693777586793125
"244","White",67.5,1981,29.8,2383,7990122,1913.5,0.000334770046977759,0.000334770046977759,0.000334770046977759
"245","Black",72.5,1986,146.4,912,623132,1913.5,0.0011780977186716,0.00118642205387783,0.00114907093782234
"246","White",72.5,1986,60.1,4117,6845640,1913.5,0.000608051317713581,0.000619426018488467,0.000599299652201269
"247","Black",77.5,1991,224.2,1092,487130,1913.5,0.00170539756294891,0.00175396308867883,0.0015299318951043
"248","White",77.5,1991,105.3,5987,5686167,1913.5,0.000886714885812671,0.000972466494581986,0.000818704670641482
"249","Black",82.5,1996,319.2,1054,330149,1913.5,0.00221093451431805,0.0023330074222889,0.0017509655639019
"250","White",82.5,1996,145,6097,4204118,1913.5,0.00114053211691762,0.00133861640144378,0.00097681116734209
"251","Black",87.5,2001,375.1,1182,315089,1913.5,0.00258253673103906,0.00274719943354509,0.00191842201471538
"252","White",87.5,2001,193.2,7548,3907795,1913.5,0.00136180846542215,0.00164292491422796,0.0011170282015149
"253","Black",57.5,1972,16.7,151,906306,1914.5,0.000117739008481933,0.000117739008481933,0.000117739008481933
"254","White",57.5,1972,5.4,501,9298271,1914.5,5.35625655068353e-05,5.35625655068353e-05,5.35625655068353e-05
"255","Black",62.5,1977,37.4,318,850748,1914.5,0.000337244411708703,0.000337244411708703,0.000337244411708703
"256","White",62.5,1977,14.4,1255,8698395,1914.5,0.000148651499634453,0.000148651499634453,0.000148651499634453
"257","Black",67.5,1982,73.4,577,786427,1914.5,0.000693777586793125,0.000693777586793125,0.000693777586793125
"258","White",67.5,1982,31,2506,8084180,1914.5,0.000334770046977759,0.000334770046977759,0.000334770046977759
"259","Black",72.5,1987,134.8,844,626029,1914.5,0.00117419480749818,0.00118642205387783,0.00113123030477728
"260","White",72.5,1987,60.4,4191,6933955,1914.5,0.00060045535867138,0.000619426018488467,0.000585783511252783
"261","Black",77.5,1992,215.5,1066,494717,1914.5,0.00169143225947113,0.00175396308867883,0.0014646355605977
"262","White",77.5,1992,105.7,6121,5790781,1914.5,0.000866841292953063,0.000972466494581986,0.000782601059074022
"263","Black",82.5,1997,267.2,900,336775,1914.5,0.00220121901561243,0.0023330074222889,0.00169961220978735
"264","White",82.5,1997,140.8,6036,4285498,1914.5,0.00112525463669718,0.00133861640144378,0.000947436810826028
"265","Black",87.5,2002,353.7,1106,312656,1914.5,0.00257604831755037,0.00274719943354509,0.00187841785957511
"266","White",87.5,2002,195.7,7750,3960449,1914.5,0.00135026862424962,0.00164292491422796,0.00109329073578604
"267","Black",57.5,1973,15.1,138,914120,1915.5,0.000117739008481933,0.000117739008481933,0.000117739008481933
"268","White",57.5,1973,5.3,502,9389929,1915.5,5.35625655068353e-05,5.35625655068353e-05,5.35625655068353e-05
"269","Black",62.5,1978,37.3,321,859475,1915.5,0.000337244411708703,0.000337244411708703,0.000337244411708703
"270","White",62.5,1978,14,1238,8828213,1915.5,0.000148651499634453,0.000148651499634453,0.000148651499634453
"271","Black",67.5,1983,74.3,586,788709,1915.5,0.000693777586793125,0.000693777586793125,0.000693777586793125
"272","White",67.5,1983,30.8,2523,8197200,1915.5,0.000334770046977759,0.000334770046977759,0.000334770046977759
"273","Black",72.5,1988,132.5,834,629223,1915.5,0.00117000896304247,0.00118642205387783,0.00111188299773746
"274","White",72.5,1988,62.3,4386,7037342,1915.5,0.000590737307476948,0.000619426018488467,0.000568437931646592
"275","Black",77.5,1993,214.4,1060,494448,1915.5,0.00167895251720573,0.00175396308867883,0.00140502021725552
"276","White",77.5,1993,105,6165,5871621,1915.5,0.000849054009495407,0.000972466494581986,0.000749955032000108
"277","Black",82.5,1998,296.4,1004,338693,1915.5,0.00219260014149566,0.0023330074222889,0.00165284414440321
"278","White",82.5,1998,137.4,5980,4353309,1915.5,0.0011116305017299,0.00133861640144378,0.000920923402577823
"279","Black",87.5,2003,329.3,1032,313391,1915.5,0.00257035704936821,0.00274719943354509,0.00184209435401219
"280","White",87.5,2003,186.5,7555,4050581,1915.5,0.00134002666389708,0.00164292491422796,0.0010719101303526
"281","Black",52.5,1969,5.4,53,973027,1916.5,3.20471448782991e-05,3.20471448782991e-05,3.20471448782991e-05
"282","White",52.5,1969,1.5,152,9893949,1916.5,1.53810343129992e-05,1.53810343129992e-05,1.53810343129992e-05
"283","Black",57.5,1974,14.8,137,924155,1916.5,0.000117739008481933,0.000117739008481933,0.000117739008481933
